"","Ccode","Cname","Dcode","Dname","Dtype","first","last","opr_years"
"991",56,"Ventura",72603,"Simi Valley Unified","UNIFIED",2003,2016,14
"992",56,"Ventura",72611,"Somis Union Elementary","ELEMENTARY",2003,2016,14
"993",56,"Ventura",72652,"Ventura Unified","UNIFIED",2003,2016,14
"994",56,"Ventura",73759,"Conejo Valley Unified","UNIFIED",2003,2016,14
"995",56,"Ventura",73874,"Oak Park Unified","UNIFIED",2003,2016,14
"996",56,"Ventura",73940,"Moorpark Unified","UNIFIED",2003,2016,14
"997",56,"Ventura",76828,"Santa Paula Unified","UNIFIED",2013,2016,4
"998",57,"Yolo",72678,"Davis Joint Unified","UNIFIED",2003,2016,14
"999",57,"Yolo",72686,"Esparto Unified","UNIFIED",2003,2016,14
"1000",57,"Yolo",72694,"Washington Unified","UNIFIED",2003,2016,14
"1001",57,"Yolo",72702,"Winters Joint Unified","UNIFIED",2003,2016,14
"1002",57,"Yolo",72710,"Woodland Joint Unified","UNIFIED",2003,2016,14
"1003",58,"Yuba",72728,"Camptonville Elementary","ELEMENTARY",2003,2016,14
"1004",58,"Yuba",72736,"Marysville Joint Unified","UNIFIED",2003,2016,14
"1005",58,"Yuba",72744,"Plumas Elementary","ELEMENTARY",2003,2016,14
"1006",58,"Yuba",72751,"Wheatland Elementary","ELEMENTARY",2003,2016,14
"1007",58,"Yuba",72769,"Wheatland Union High","HIGH",2003,2016,14
