"","FiscalYear","Ccode","Dcode","Dname","Dtype","TotalExp_C","K12ADA_C","TotalExp_K12_C","TotalExp_C_16","TotalExp_K12_C_16"
"12974",2016,35,67470,"Hollister","Elementary",56489486.74,5125.87,11020.4680844423,56489486.74,11020.47
"12975",2016,35,67488,"Jefferson Elementary","Elementary",218931.33,9.33,23465.308681672,218931.33,23465.31
"12976",2016,35,67504,"North County Joint Union Elementary","Elementary",6101521.83,723.86,8429.14628519327,6101521.83,8429.15
"12977",2016,35,67520,"Panoche Elementary","Elementary",162717.74,6.69,24322.5321375187,162717.74,24322.53
"12978",2016,35,67538,"San Benito High","High",30555663.89,2841.64,10752.8272018975,30555663.89,10752.83
"12979",2016,35,67553,"Southside Elementary","Elementary",1713783,209.34,8186.6007451992,1713783,8186.6
"12980",2016,35,67561,"Tres Pinos Union Elementary","Elementary",978003.04,120.97,8084.67421674795,978003.04,8084.67
"12981",2016,35,67579,"Willow Grove Union Elementary","Elementary",411506.5,16.38,25122.4969474969,411506.5,25122.5
"12982",2016,35,75259,"Aromas/San Juan Unified","Unified",10564968.65,1067.83,9893.86761001283,10564968.65,9893.87
"12983",2016,36,67587,"Adelanto Elementary","Elementary",82948160.24,7893.6,10508.2801560758,82948160.24,10508.28
"12984",2016,36,67595,"Alta Loma Elementary","Elementary",53919320.49,5754.97,9369.17490273624,53919320.49,9369.17
"12985",2016,36,67611,"Barstow Unified","Unified",60878468.94,5765.16,10559.7188872468,60878468.94,10559.72
"12986",2016,36,67637,"Bear Valley Unified","Unified",26497245.26,2367.01,11194.3951483095,26497245.26,11194.4
"12987",2016,36,67645,"Central Elementary","Elementary",42182832.03,4377.23,9636.87812383631,42182832.03,9636.88
"12988",2016,36,67652,"Chaffey Joint Union High","High",271149057.28,22698.4,11945.734381278,271149057.28,11945.73
"12989",2016,36,67678,"Chino Valley Unified","Unified",263446798.27,26824.1,9821.27259703028,263446798.27,9821.27
"12990",2016,36,67686,"Colton Joint Unified","Unified",251168790.23,21493.63,11685.7315506966,251168790.23,11685.73
"12991",2016,36,67694,"Cucamonga Elementary","Elementary",29958292.28,2392.94,12519.4498315879,29958292.28,12519.45
"12992",2016,36,67702,"Etiwanda Elementary","Elementary",131575107.28,13635.88,9649.18342490547,131575107.28,9649.18
"12993",2016,36,67710,"Fontana Unified","Unified",425581054.96,36374.52,11699.9772082216,425581054.96,11699.98
"12994",2016,36,67736,"Helendale Elementary","Elementary",5866464.21,618.6,9483.45329776916,5866464.21,9483.45
"12995",2016,36,67777,"Morongo Unified","Unified",94595498.65,7937.56,11917.4530523234,94595498.65,11917.45
"12996",2016,36,67785,"Mountain View Elementary","Elementary",22878030.56,2458.58,9305.38382318249,22878030.56,9305.38
"12997",2016,36,67793,"Mt. Baldy Joint Elementary","Elementary",1138715.36,98.25,11589.9782188295,1138715.36,11589.98
"12998",2016,36,67801,"Needles Unified","Unified",12108408.04,902.89,13410.7233882311,12108408.04,13410.72
"12999",2016,36,67819,"Ontario-Montclair","Elementary",245229815.37,20853.88,11759.4335140511,245229815.37,11759.43
"13000",2016,36,67827,"Oro Grande Elementary","Elementary",4937560.73,102.73,48063.474447581,4937560.73,48063.47
"13001",2016,36,67843,"Redlands Unified","Unified",207025257.06,20119.19,10289.9399558332,207025257.06,10289.94
"13002",2016,36,67850,"Rialto Unified","Unified",281247691.15,24646.37,11411.3230934211,281247691.15,11411.32
"13003",2016,36,67868,"Rim of the World Unified","Unified",36435629.11,3244.03,11231.5943779805,36435629.11,11231.59
"13004",2016,36,67876,"San Bernardino City Unified","Unified",612844760.69,46753.95,13107.8713283049,612844760.69,13107.87
"13005",2016,36,67892,"Trona Joint Unified","Unified",5600201.75,251.32,22283.1519576635,5600201.75,22283.15
"13006",2016,36,67918,"Victor Elementary","Elementary",117453524.74,11711.35,10029.0337783432,117453524.74,10029.03
"13007",2016,36,67934,"Victor Valley Union High","High",112983434.81,9397.75,12022.3920417121,112983434.81,12022.39
"13008",2016,36,67959,"Yucaipa-Calimesa Joint Unified","Unified",82417088.49,7890.96,10444.4945215791,82417088.49,10444.49
"13009",2016,36,73858,"Baker Valley Unified","Unified",2698490.08,121.47,22215.2801514777,2698490.08,22215.28
"13010",2016,36,73890,"Silver Valley Unified","Unified",31393181.26,1996.23,15726.2345821874,31393181.26,15726.23
"13011",2016,36,73957,"Snowline Joint Unified","Unified",78746481.67,7129.19,11045.6421655195,78746481.67,11045.64
"13012",2016,36,75044,"Hesperia Unified","Unified",216846466.43,20394.46,10632.6162315648,216846466.43,10632.62
"13013",2016,36,75051,"Lucerne Valley Unified","Unified",9421151.55,667.8,14107.7441599281,9421151.55,14107.74
"13014",2016,36,75069,"Upland Unified","Unified",113850488.72,10642.11,10698.1123780904,113850488.72,10698.11
"13015",2016,36,75077,"Apple Valley Unified","Unified",129500688.2,12263.49,10559.8559790076,129500688.2,10559.86
"13016",2016,37,67967,"Alpine Union Elementary","Elementary",15273052.1,1675.71,9114.3766522847,15273052.1,9114.38
"13017",2016,37,67983,"Borrego Springs Unified","Unified",5828408.27,379.38,15362.9824186831,5828408.27,15362.98
"13018",2016,37,67991,"Cajon Valley Union","Elementary",166082171.54,15730.31,10558.0990800563,166082171.54,10558.1
"13019",2016,37,68007,"Cardiff Elementary","Elementary",9007616.27,673.73,13369.7716741128,9007616.27,13369.77
"13020",2016,37,68023,"Chula Vista Elementary","Elementary",256840421.09,22665.55,11331.7533035819,256840421.09,11331.75
"13021",2016,37,68031,"Coronado Unified","Unified",34481604.29,2933.38,11754.9053617329,34481604.29,11754.91
"13022",2016,37,68049,"Dehesa Elementary","Elementary",3703816.63,141.84,26112.6383953751,3703816.63,26112.64
"13023",2016,37,68056,"Del Mar Union Elementary","Elementary",54721318.09,4312.62,12688.6482208031,54721318.09,12688.65
"13024",2016,37,68080,"Encinitas Union Elementary","Elementary",57757819.76,5138.36,11240.5163826591,57757819.76,11240.52
"13025",2016,37,68098,"Escondido Union","Elementary",180067733.38,15489.38,11625.2382845537,180067733.38,11625.24
"13026",2016,37,68106,"Escondido Union High","High",88507716.36,7037.57,12576.4598234902,88507716.36,12576.46
"13027",2016,37,68114,"Fallbrook Union Elementary","Elementary",56424080.64,4766.89,11836.6651296757,56424080.64,11836.67
"13028",2016,37,68122,"Fallbrook Union High","High",29208202.11,2111.95,13829.9685645967,29208202.11,13829.97
"13029",2016,37,68130,"Grossmont Union High","High",210255725.48,15724.42,13371.2865390266,210255725.48,13371.29
"13030",2016,37,68155,"Jamul-Dulzura Union Elementary","Elementary",6392343.46,573.74,11141.533551783,6392343.46,11141.53
"13031",2016,37,68163,"Julian Union Elementary","Elementary",6041666.34,288.02,20976.5514200403,6041666.34,20976.55
"13032",2016,37,68171,"Julian Union High","High",2507212.75,139.09,18025.8303975843,2507212.75,18025.83
"13033",2016,37,68189,"Lakeside Union Elementary","Elementary",51257271.38,4848.26,10572.302512654,51257271.38,10572.3
"13034",2016,37,68197,"La Mesa-Spring Valley","Elementary",122826363.96,11727.4,10473.4522536965,122826363.96,10473.45
"13035",2016,37,68205,"Lemon Grove","Elementary",41687340.12,3602.02,11573.3227799957,41687340.12,11573.32
"13036",2016,37,68213,"Mountain Empire Unified","Unified",20891897.56,1476.86,14146.1597984914,20891897.56,14146.16
"13037",2016,37,68221,"National Elementary","Elementary",61305109.69,5174.22,11848.1838209431,61305109.69,11848.18
"13038",2016,37,68296,"Poway Unified","Unified",345134074.38,34748.98,9932.20734479113,345134074.38,9932.21
"13039",2016,37,68304,"Ramona City Unified","Unified",52179646.51,5260.86,9918.46323794969,52179646.51,9918.46
"13040",2016,37,68312,"Rancho Santa Fe Elementary","Elementary",11451761.14,605.61,18909.4650682783,11451761.14,18909.47
"13041",2016,37,68338,"San Diego Unified","Unified",1332368963.03,100511.11,13255.9372096279,1332368963.03,13255.94
"13042",2016,37,68346,"San Dieguito Union High","High",133702168.04,12321.17,10851.4181721379,133702168.04,10851.42
"13043",2016,37,68353,"San Pasqual Union Elementary","Elementary",5310221.97,536.02,9906.76088578784,5310221.97,9906.76
"13044",2016,37,68361,"Santee","Elementary",60601960.76,6544.67,9259.74277694674,60601960.76,9259.74
"13045",2016,37,68379,"San Ysidro Elementary","Elementary",53791247.46,4579.98,11744.8651435159,53791247.46,11744.87
"13046",2016,37,68387,"Solana Beach Elementary","Elementary",45976181.71,2900.83,15849.3195775002,45976181.71,15849.32
"13047",2016,37,68395,"South Bay Union","Elementary",68423034.56,5270.6,12982.0199901339,68423034.56,12982.02
"13048",2016,37,68403,"Spencer Valley Elementary","Elementary",2764177.19,30.42,90867.1002629849,2764177.19,90867.1
"13049",2016,37,68411,"Sweetwater Union High","High",449675252.78,37055.43,12135.2053607258,449675252.78,12135.21
"13050",2016,37,68437,"Vallecitos Elementary","Elementary",2447421.39,198.83,12309.115274355,2447421.39,12309.12
"13051",2016,37,68452,"Vista Unified","Unified",244693157.02,20843.77,11739.3905718591,244693157.02,11739.39
"13052",2016,37,73551,"Carlsbad Unified","Unified",103147568.25,10727.59,9615.16689675873,103147568.25,9615.17
"13053",2016,37,73569,"Oceanside Unified","Unified",204844072.54,17326.33,11822.7040890945,204844072.54,11822.7
"13054",2016,37,73791,"San Marcos Unified","Unified",204399889.27,20068.05,10185.3388480694,204399889.27,10185.34
"13055",2016,37,75416,"Warner Unified","Unified",4151317.35,146.86,28267.1752008716,4151317.35,28267.18
"13056",2016,37,75614,"Valley Center-Pauma Unified","Unified",45780221.55,3831.78,11947.5078292595,45780221.55,11947.51
"13057",2016,37,76851,"Bonsall Unified","Unified",23225968.22,2249.1,10326.7832555244,23225968.22,10326.78
"13058",2016,38,68478,"San Francisco Unified","Unified",616535632.1,50753.18,12147.7241839822,616535632.1,12147.72
"13059",2016,39,68486,"Banta Elementary","Elementary",4293444.54,345.71,12419.2084116745,4293444.54,12419.21
"13060",2016,39,68502,"Escalon Unified","Unified",24430763.86,2491.41,9805.99895641424,24430763.86,9806
"13061",2016,39,68544,"Jefferson Elementary","Elementary",21196432.71,2256.63,9392.95884128102,21196432.71,9392.96
"13062",2016,39,68569,"Lincoln Unified","Unified",86452894.12,8672.58,9968.53233063287,86452894.12,9968.53
"13063",2016,39,68577,"Linden Unified","Unified",22486206.09,2118.66,10613.4094616408,22486206.09,10613.41
"13064",2016,39,68585,"Lodi Unified","Unified",289414689.15,27165.3,10653.8374010226,289414689.15,10653.84
"13065",2016,39,68593,"Manteca Unified","Unified",218450665.22,22157.3,9859.08324660496,218450665.22,9859.08
"13066",2016,39,68619,"New Hope Elementary","Elementary",2355079.39,194.19,12127.7068335136,2355079.39,12127.71
"13067",2016,39,68627,"New Jerusalem Elementary","Elementary",2966985.74,24.82,119540.118452861,2966985.74,119540.12
"13068",2016,39,68635,"Oak View Union Elementary","Elementary",3360113.72,394.12,8525.61077844311,3360113.72,8525.61
"13069",2016,39,68650,"Ripon Unified","Unified",27756658.48,3058.58,9075.01470617084,27756658.48,9075.01
"13070",2016,39,68676,"Stockton Unified","Unified",395538173.71,32955.51,12002.1863934134,395538173.71,12002.19
"13071",2016,39,75499,"Tracy Joint Unified","Unified",146058161.7,14397,10145.0414461346,146058161.7,10145.04
"13072",2016,39,76760,"Lammersville Joint Unified","Unified",39404469.17,4425.49,8903.97880686659,39404469.17,8903.98
"13073",2016,40,68700,"Atascadero Unified","Unified",45960899.29,4433.29,10367.2214743452,45960899.29,10367.22
"13074",2016,40,68726,"Cayucos Elementary","Elementary",3198899.09,200.73,15936.3278533353,3198899.09,15936.33
"13075",2016,40,68759,"Lucia Mar Unified","Unified",104920047.58,10124.48,10363.0060585828,104920047.58,10363.01
"13076",2016,40,68791,"Pleasant Valley Joint Union Elementary","Elementary",1084919.84,90.07,12045.2963250805,1084919.84,12045.3
"13077",2016,40,68809,"San Luis Coastal Unified","Unified",88247204.27,7158.9,12326.9223302463,88247204.27,12326.92
"13078",2016,40,68825,"San Miguel Joint Union","Elementary",6696482.09,576.55,11614.7464920649,6696482.09,11614.75
"13079",2016,40,68833,"Shandon Joint Unified","Unified",3947499.4,301.23,13104.6024632341,3947499.4,13104.6
"13080",2016,40,68841,"Templeton Unified","Unified",24313386.47,2299.34,10574.0718945437,24313386.47,10574.07
"13081",2016,40,75457,"Paso Robles Joint Unified","Unified",71911209.17,6439.94,11166.4408628031,71911209.17,11166.44
"13082",2016,40,75465,"Coast Unified","Unified",11858398.97,612.77,19352.1206488568,11858398.97,19352.12
"13083",2016,41,68858,"Bayshore Elementary","Elementary",4614068.88,354.82,13003.9706893636,4614068.88,13003.97
"13084",2016,41,68866,"Belmont-Redwood Shores Elementary","Elementary",42192062.52,4093.57,10306.911209531,42192062.52,10306.91
"13085",2016,41,68874,"Brisbane Elementary","Elementary",7501254.35,448.49,16725.577716337,7501254.35,16725.58
"13086",2016,41,68882,"Burlingame Elementary","Elementary",32615304.46,3296.62,9893.55899679065,32615304.46,9893.56
"13087",2016,41,68890,"Cabrillo Unified","Unified",33754717.79,3140.98,10746.5561035091,33754717.79,10746.56
"13088",2016,41,68908,"Hillsborough City Elementary","Elementary",26921972.03,1428.23,18849.8855436449,26921972.03,18849.89
"13089",2016,41,68916,"Jefferson Elementary","Elementary",65284990.6,6056.15,10779.9494068014,65284990.6,10779.95
"13090",2016,41,68924,"Jefferson Union High","High",49844501.19,4188.41,11900.5783077588,49844501.19,11900.58
"13091",2016,41,68932,"Pacifica","Elementary",30003356.19,3022.25,9927.48984696832,30003356.19,9927.49
"13092",2016,41,68940,"La Honda-Pescadero Unified","Unified",5655677.85,303.83,18614.6129414475,5655677.85,18614.61
"13093",2016,41,68957,"Las Lomitas Elementary","Elementary",24085889.6,1336.44,18022.4249498668,24085889.6,18022.42
"13094",2016,41,68965,"Menlo Park City Elementary","Elementary",45971288.93,2890.71,15903.1133977466,45971288.93,15903.11
"13095",2016,41,68973,"Millbrae Elementary","Elementary",22311764.65,2363.01,9442.09489168476,22311764.65,9442.09
"13096",2016,41,68981,"Portola Valley Elementary","Elementary",13833443.21,605.15,22859.5277369247,13833443.21,22859.53
"13097",2016,41,68999,"Ravenswood City Elementary","Elementary",47264477.71,2902.84,16282.1504836643,47264477.71,16282.15
"13098",2016,41,69005,"Redwood City Elementary","Elementary",93933093.12,7627.46,12315.1210389828,93933093.12,12315.12
"13099",2016,41,69013,"San Bruno Park Elementary","Elementary",26181865.27,2536.77,10320.9456395337,26181865.27,10320.95
"13100",2016,41,69021,"San Carlos Elementary","Elementary",35223310.57,3045.93,11564.0577984392,35223310.57,11564.06
"13101",2016,41,69039,"San Mateo-Foster City","Elementary",117243617.9,11550.11,10150.8659138311,117243617.9,10150.87
"13102",2016,41,69047,"San Mateo Union High","High",140925647.19,8294.61,16990.0269198913,140925647.19,16990.03
"13103",2016,41,69062,"Sequoia Union High","High",135683696.95,8145.13,16658.2604513372,135683696.95,16658.26
"13104",2016,41,69070,"South San Francisco Unified","Unified",93224030.47,8454.06,11027.131398405,93224030.47,11027.13
"13105",2016,41,69088,"Woodside Elementary","Elementary",10599566.69,417.56,25384.5356116486,10599566.69,25384.54
"13106",2016,42,69104,"Ballard Elementary","Elementary",2128087.61,121.62,17497.842542345,2128087.61,17497.84
"13107",2016,42,69112,"Blochman Union Elementary","Elementary",2025998.54,185.72,10908.8872496231,2025998.54,10908.89
"13108",2016,42,69120,"Santa Maria-Bonita","Elementary",184444496.9,16285.79,11325.4866297551,184444496.9,11325.49
"13109",2016,42,69138,"Buellton Union Elementary","Elementary",10463575.39,638.97,16375.6911748595,10463575.39,16375.69
"13110",2016,42,69146,"Carpinteria Unified","Unified",26315740.34,2155.35,12209.4974551697,26315740.34,12209.5
"13111",2016,42,69161,"Cold Spring Elementary","Elementary",3716887.61,166.4,22337.0649639423,3716887.61,22337.06
"13112",2016,42,69179,"College Elementary","Elementary",4544369.37,188.92,24054.4641647258,4544369.37,24054.46
"13113",2016,42,69195,"Goleta Union Elementary","Elementary",47433264.52,3430.52,13826.8438953861,47433264.52,13826.84
"13114",2016,42,69203,"Guadalupe Union Elementary","Elementary",14127793.68,1168.2,12093.6429378531,14127793.68,12093.64
"13115",2016,42,69211,"Hope Elementary","Elementary",10550535.67,977.53,10793.0556300062,10550535.67,10793.06
"13116",2016,42,69229,"Lompoc Unified","Unified",96180886.93,9121.68,10544.207528657,96180886.93,10544.21
"13117",2016,42,69245,"Los Olivos Elementary","Elementary",2036810.12,142.15,14328.5973971157,2036810.12,14328.6
"13118",2016,42,69252,"Montecito Union Elementary","Elementary",11269229.01,394.6,28558.6138114546,11269229.01,28558.61
"13119",2016,42,69260,"Orcutt Union Elementary","Elementary",42161735.35,4294.64,9817.29210131699,42161735.35,9817.29
"13120",2016,42,69310,"Santa Maria Joint Union High","High",91441484.69,7344.49,12450.3518542472,91441484.69,12450.35
"13121",2016,42,69328,"Santa Ynez Valley Union High","High",10804075.34,898.9,12019.2183112693,10804075.34,12019.22
"13122",2016,42,69336,"Solvang Elementary","Elementary",5080444.12,553.65,9176.27403594329,5080444.12,9176.27
"13123",2016,42,69344,"Vista del Mar Union","Elementary",2267232.36,94.77,23923.5238999683,2267232.36,23923.52
"13124",2016,42,75010,"Cuyama Joint Unified","Unified",3070208.32,211.49,14517.037779564,3070208.32,14517.04
"13125",2016,42,76786,"Santa Barbara Unified","Unified",148349674.38,13058.43,11360.452549043,148349674.38,11360.45
"13126",2016,43,69369,"Alum Rock Union Elementary","Elementary",134701262.42,10115.59,13316.2042372219,134701262.42,13316.2
"13127",2016,43,69377,"Berryessa Union Elementary","Elementary",69711950.37,7096.95,9822.8042144865,69711950.37,9822.8
"13128",2016,43,69385,"Cambrian","Elementary",34723312.19,3428.85,10126.8099187774,34723312.19,10126.81
"13129",2016,43,69393,"Campbell Union","Elementary",83273260.25,7188.21,11584.7005374078,83273260.25,11584.7
"13130",2016,43,69401,"Campbell Union High","High",92881975.9,7337.48,12658.5661425994,92881975.9,12658.57
"13131",2016,43,69419,"Cupertino Union","Elementary",185079707.08,18249.64,10141.5538651721,185079707.08,10141.55
"13132",2016,43,69427,"East Side Union High","High",260669969.26,21942.58,11879.6408289271,260669969.26,11879.64
"13133",2016,43,69435,"Evergreen Elementary","Elementary",112413332.11,11449.43,9818.24703151161,112413332.11,9818.25
"13134",2016,43,69450,"Franklin-McKinley Elementary","Elementary",93853553.33,7696.55,12194.2368112986,93853553.33,12194.24
"13135",2016,43,69468,"Fremont Union High","High",142177460.42,10463.31,13588.1915397709,142177460.42,13588.19
"13136",2016,43,69484,"Gilroy Unified","Unified",115739868.51,10844.13,10673.0432510492,115739868.51,10673.04
"13137",2016,43,69492,"Lakeside Joint","Elementary",1665926.79,82.45,20205.2976349303,1665926.79,20205.3
"13138",2016,43,69500,"Loma Prieta Joint Union Elementary","Elementary",5971560.43,486.77,12267.72485979,5971560.43,12267.72
"13139",2016,43,69518,"Los Altos Elementary","Elementary",58966180.72,4382.1,13456.1467606855,58966180.72,13456.15
"13140",2016,43,69526,"Los Gatos Union Elementary","Elementary",36384461.22,3154.55,11533.9624415527,36384461.22,11533.96
"13141",2016,43,69534,"Los Gatos-Saratoga Joint Union High","High",50941781.67,3169.69,16071.5343361654,50941781.67,16071.53
"13142",2016,43,69542,"Luther Burbank","Elementary",6249157.11,504.65,12383.1509164768,6249157.11,12383.15
"13143",2016,43,69575,"Moreland","Elementary",52747830.19,4626.9,11400.2529101558,52747830.19,11400.25
"13144",2016,43,69583,"Morgan Hill Unified","Unified",81954836.65,8013.63,10226.9304484984,81954836.65,10226.93
"13145",2016,43,69591,"Mountain View Whisman","Elementary",65755264.53,4941.59,13306.4994323689,65755264.53,13306.5
"13146",2016,43,69609,"Mountain View-Los Altos Union High","High",76244682.86,3940.42,19349.3797260191,76244682.86,19349.38
"13147",2016,43,69617,"Mt. Pleasant Elementary","Elementary",29178700.48,2290.33,12739.9547139495,29178700.48,12739.95
"13148",2016,43,69625,"Oak Grove Elementary","Elementary",107981794.44,9997.85,10800.5015518336,107981794.44,10800.5
"13149",2016,43,69633,"Orchard Elementary","Elementary",9072300.77,870.09,10426.8532795458,9072300.77,10426.85
"13150",2016,43,69641,"Palo Alto Unified","Unified",228864589.93,11805.5,19386.2682588624,228864589.93,19386.27
"13151",2016,43,69666,"San Jose Unified","Unified",356525400.12,29471.27,12097.3884097971,356525400.12,12097.39
"13152",2016,43,69674,"Santa Clara Unified","Unified",216481658.33,14648.96,14777.954088891,216481658.33,14777.95
"13153",2016,43,69682,"Saratoga Union Elementary","Elementary",29940520.02,1870.61,16005.7521450222,29940520.02,16005.75
"13154",2016,43,69690,"Sunnyvale","Elementary",80634436.85,6247.54,12906.5899297964,80634436.85,12906.59
"13155",2016,43,69708,"Union Elementary","Elementary",58370453.71,5608.55,10407.4054274278,58370453.71,10407.41
"13156",2016,43,73387,"Milpitas Unified","Unified",99010413.24,10072.25,9830.0194335923,99010413.24,9830.02
"13157",2016,44,40261,"Santa Cruz City Elementary/High","Comm Admin",77185262.04,6259.29,12331.3126632573,77185262.04,12331.31
"13158",2016,44,69732,"Bonny Doon Union Elementary","Elementary",1820952.53,154.58,11780.0008409885,1820952.53,11780
"13159",2016,44,69757,"Happy Valley Elementary","Elementary",1320096.43,117.65,11220.5391415215,1320096.43,11220.54
"13160",2016,44,69765,"Live Oak Elementary","Elementary",19259179.32,1675.61,11493.8316911453,19259179.32,11493.83
"13161",2016,44,69773,"Mountain Elementary","Elementary",1495691.33,113.38,13191.8445052037,1495691.33,13191.84
"13162",2016,44,69781,"Pacific Elementary","Elementary",1243371.04,102.1,12177.9729676787,1243371.04,12177.97
"13163",2016,44,69799,"Pajaro Valley Unified","Unified",223699519.98,17310.67,12922.6378863441,223699519.98,12922.64
"13164",2016,44,69807,"San Lorenzo Valley Unified","Unified",23760466.27,2219.46,10705.5167788561,23760466.27,10705.52
"13165",2016,44,69849,"Soquel Union Elementary","Elementary",18588434.31,1883.98,9866.57730442998,18588434.31,9866.58
"13166",2016,44,75432,"Scotts Valley Unified","Unified",24870147.81,2394.98,10384.2820441089,24870147.81,10384.28
"13167",2016,45,69856,"Anderson Union High","High",17661354.16,1479.32,11938.8328150772,17661354.16,11938.83
"13168",2016,45,69872,"Bella Vista Elementary","Elementary",3631268.7,347.26,10456.9161435236,3631268.7,10456.92
"13169",2016,45,69880,"Black Butte Union Elementary","Elementary",2428749.89,191.4,12689.3933646813,2428749.89,12689.39
"13170",2016,45,69914,"Cascade Union Elementary","Elementary",12907347.56,1022.88,12618.6332316596,12907347.56,12618.63
"13171",2016,45,69922,"Castle Rock Union Elementary","Elementary",728296.05,46.09,15801.6066391842,728296.05,15801.61
"13172",2016,45,69948,"Columbia Elementary","Elementary",7696822.44,762.46,10094.7229231697,7696822.44,10094.72
"13173",2016,45,69955,"Cottonwood Union Elementary","Elementary",8959388.22,837.39,10699.1822448322,8959388.22,10699.18
"13174",2016,45,69971,"Enterprise Elementary","Elementary",38664615.9,3596.02,10752.0580808783,38664615.9,10752.06
"13175",2016,45,69989,"Fall River Joint Unified","Unified",14205491.34,1122.19,12658.72208806,14205491.34,12658.72
"13176",2016,45,69997,"French Gulch-Whiskeytown Elementary","Elementary",399809.44,27.06,14774.9238728751,399809.44,14774.92
"13177",2016,45,70003,"Grant Elementary","Elementary",6474110.58,619.7,10447.1689204454,6474110.58,10447.17
"13178",2016,45,70011,"Happy Valley Union Elementary","Elementary",5172188.99,470.17,11000.6784567284,5172188.99,11000.68
"13179",2016,45,70029,"Igo, Ono, Platina Union Elementary","Elementary",758804.8,38.89,19511.5659552584,758804.8,19511.57
"13180",2016,45,70037,"Indian Springs Elementary","Elementary",568236.87,10.94,51941.2129798903,568236.87,51941.21
"13181",2016,45,70045,"Junction Elementary","Elementary",2573801.64,261.14,9856.02221030865,2573801.64,9856.02
"13182",2016,45,70052,"Millville Elementary","Elementary",2560631.68,242.55,10557.1291692435,2560631.68,10557.13
"13183",2016,45,70078,"North Cow Creek Elementary","Elementary",2309426.35,250.5,9219.26686626747,2309426.35,9219.27
"13184",2016,45,70086,"Oak Run Elementary","Elementary",807070.56,55.93,14430.0118004649,807070.56,14430.01
"13185",2016,45,70094,"Pacheco Union Elementary","Elementary",6701820.74,597.77,11211.3701590913,6701820.74,11211.37
"13186",2016,45,70110,"Redding Elementary","Elementary",31869342.57,2835.19,11240.6373364748,31869342.57,11240.64
"13187",2016,45,70128,"Shasta Union Elementary","Elementary",1472549.35,145.77,10101.8683542567,1472549.35,10101.87
"13188",2016,45,70136,"Shasta Union High","High",52321221.27,4137,12647.1407469181,52321221.27,12647.14
"13189",2016,45,70169,"Whitmore Union Elementary","Elementary",647539.03,29.47,21972.8208347472,647539.03,21972.82
"13190",2016,45,73700,"Mountain Union Elementary","Elementary",1097154.44,59.33,18492.4058654981,1097154.44,18492.41
"13191",2016,45,75267,"Gateway Unified","Unified",28826850.09,2151.49,13398.5517432105,28826850.09,13398.55
"13192",2016,46,70177,"Sierra-Plumas Joint Unified","Unified",4885072.46,362.62,13471.6023936904,4885072.46,13471.6
"13193",2016,47,70185,"Big Springs Union Elementary","Elementary",1608849.15,167.82,9586.75455845549,1608849.15,9586.75
"13194",2016,47,70193,"Bogus Elementary","Elementary",203400.32,19.16,10615.8830897704,203400.32,10615.88
"13195",2016,47,70201,"Butteville Union Elementary","Elementary",1894239.37,204.41,9266.86253118732,1894239.37,9266.86
"13196",2016,47,70227,"Delphic Elementary","Elementary",539494.13,55.9,9651.05778175313,539494.13,9651.06
"13197",2016,47,70243,"Dunsmuir Elementary","Elementary",1125670.06,83.7,13448.8657108722,1125670.06,13448.87
"13198",2016,47,70250,"Dunsmuir Joint Union High","High",1711030.1,58.82,29089.2570554233,1711030.1,29089.26
"13199",2016,47,70292,"Forks of Salmon Elementary","Elementary",251362.23,8.4,29924.075,251362.23,29924.08
"13200",2016,47,70318,"Gazelle Union Elementary","Elementary",451097.76,27.91,16162.5854532426,451097.76,16162.59
"13201",2016,47,70326,"Grenada Elementary","Elementary",1812297.55,188.9,9593.95209105347,1812297.55,9593.95
"13202",2016,47,70334,"Happy Camp Union Elementary","Elementary",1312364.47,98.23,13360.1188028097,1312364.47,13360.12
"13203",2016,47,70359,"Hornbrook Elementary","Elementary",790044.35,51.81,15248.8776298012,790044.35,15248.88
"13204",2016,47,70367,"Junction Elementary","Elementary",513758.12,19.61,26198.7822539521,513758.12,26198.78
"13205",2016,47,70375,"Klamath River Union Elementary","Elementary",306484.14,18.68,16407.073875803,306484.14,16407.07
"13206",2016,47,70383,"Little Shasta Elementary","Elementary",206423.22,10.95,18851.4356164384,206423.22,18851.44
"13207",2016,47,70409,"McCloud Union Elementary","Elementary",732535.8,57.34,12775.3017091036,732535.8,12775.3
"13208",2016,47,70417,"Montague Elementary","Elementary",1768030.42,157.94,11194.316955806,1768030.42,11194.32
"13209",2016,47,70425,"Mt. Shasta Union Elementary","Elementary",5321286.77,550.96,9658.20888993756,5321286.77,9658.21
"13210",2016,47,70458,"Seiad Elementary","Elementary",447673.74,17.81,25136.0887142055,447673.74,25136.09
"13211",2016,47,70466,"Siskiyou Union High","High",8424161.55,508.78,16557.5721333386,8424161.55,16557.57
"13212",2016,47,70482,"Weed Union Elementary","Elementary",2892374.65,254.34,11372.0793032948,2892374.65,11372.08
"13213",2016,47,70490,"Willow Creek Elementary","Elementary",512589.29,37.45,13687.2974632844,512589.29,13687.3
"13214",2016,47,70508,"Yreka Union Elementary","Elementary",8971440.21,909.64,9862.62720416868,8971440.21,9862.63
"13215",2016,47,70516,"Yreka Union High","High",8314200.9,573.5,14497.2988666085,8314200.9,14497.3
"13216",2016,47,73684,"Butte Valley Unified","Unified",3786865.6,287.87,13154.7768089763,3786865.6,13154.78
